,cvxopt,ecos,osqp,quadprog,scs
2,0.006370067596435547,0.0050961971282958984,0.0032308101654052734,0.00011491775512695312,0.008471012115478516
3,0.0006301403045654297,0.0009243488311767578,0.0010521411895751953,7.796287536621094e-05,0.0014379024505615234
4,0.0005829334259033203,0.0007197856903076172,0.001233816146850586,6.175041198730469e-05,0.0011053085327148438
5,0.00057220458984375,0.0007770061492919922,0.0010790824890136719,6.198883056640625e-05,0.0011239051818847656
6,0.0007331371307373047,0.0008571147918701172,0.0011358261108398438,6.866455078125e-05,0.001262664794921875
7,0.0005800724029541016,0.0009098052978515625,0.0010859966278076172,6.222724914550781e-05,0.0013051033020019531
8,0.0006079673767089844,0.0008261203765869141,0.0011088848114013672,6.103515625e-05,0.0011920928955078125
9,0.0007262229919433594,0.0009121894836425781,0.0011489391326904297,6.508827209472656e-05,0.0011730194091796875
10,0.0005970001220703125,0.0008709430694580078,0.0010869503021240234,6.079673767089844e-05,0.0012121200561523438
11,0.0007770061492919922,0.0009288787841796875,0.0011191368103027344,7.891654968261719e-05,0.001283884048461914
12,0.0005900859832763672,0.0015070438385009766,0.0017960071563720703,6.29425048828125e-05,0.0012500286102294922
13,0.0007891654968261719,0.0009419918060302734,0.0012118816375732422,6.890296936035156e-05,0.0012578964233398438
14,0.0006330013275146484,0.0009241104125976562,0.0011248588562011719,6.318092346191406e-05,0.0012671947479248047
15,0.0006079673767089844,0.0010039806365966797,0.0011751651763916016,7.510185241699219e-05,0.0012898445129394531
16,0.0006079673767089844,0.0010800361633300781,0.0011630058288574219,0.00011301040649414062,0.0013217926025390625
17,0.0006289482116699219,0.0011479854583740234,0.0011870861053466797,6.723403930664062e-05,0.001386880874633789
18,0.0009279251098632812,0.0010981559753417969,0.0014636516571044922,6.723403930664062e-05,0.0013651847839355469
19,0.0006411075592041016,0.0011048316955566406,0.0012841224670410156,6.985664367675781e-05,0.0013608932495117188
20,0.0006320476531982422,0.001087188720703125,0.0013091564178466797,7.128715515136719e-05,0.0013680458068847656
21,0.0006399154663085938,0.001402139663696289,0.0012691020965576172,6.890296936035156e-05,0.0014221668243408203
22,0.0007359981536865234,0.001207113265991211,0.0012710094451904297,7.224082946777344e-05,0.0014221668243408203
23,0.0008618831634521484,0.001264810562133789,0.0013077259063720703,7.295608520507812e-05,0.0014319419860839844
24,0.0008671283721923828,0.0013623237609863281,0.0012531280517578125,7.295608520507812e-05,0.0014519691467285156
25,0.0010466575622558594,0.001341104507446289,0.0013549327850341797,7.295608520507812e-05,0.0014920234680175781
26,0.0008749961853027344,0.0013968944549560547,0.0012781620025634766,7.081031799316406e-05,0.0015461444854736328
27,0.0009789466857910156,0.0012462139129638672,0.0013661384582519531,8.392333984375e-05,0.0016241073608398438
28,0.0007429122924804688,0.001516103744506836,0.0013110637664794922,9.083747863769531e-05,0.001683950424194336
29,0.0008978843688964844,0.001294851303100586,0.0017728805541992188,8.797645568847656e-05,0.0016598701477050781
30,0.0009176731109619141,0.001386880874633789,0.0013349056243896484,8.273124694824219e-05,0.0016760826110839844
31,0.0009179115295410156,0.0014293193817138672,0.0013959407806396484,8.702278137207031e-05,0.0018889904022216797
32,0.0010399818420410156,0.001486063003540039,0.0014672279357910156,8.296966552734375e-05,0.001898050308227539
33,0.0012068748474121094,0.001535177230834961,0.0013599395751953125,8.392333984375e-05,0.0020961761474609375
34,0.0010747909545898438,0.0017747879028320312,0.0014500617980957031,9.417533874511719e-05,0.0022449493408203125
35,0.0011930465698242188,0.001644134521484375,0.0013780593872070312,0.00010704994201660156,0.0018579959869384766
36,0.0011599063873291016,0.001622915267944336,0.0013918876647949219,9.703636169433594e-05,0.0018870830535888672
37,0.0010480880737304688,0.0017778873443603516,0.0014317035675048828,0.00011682510375976562,0.0019071102142333984
38,0.0011699199676513672,0.0017452239990234375,0.001444101333618164,0.000141143798828125,0.0020079612731933594
39,0.0008800029754638672,0.0018918514251708984,0.001728057861328125,0.00016617774963378906,0.0019838809967041016
40,0.0015811920166015625,0.002344846725463867,0.0016138553619384766,0.0001227855682373047,0.002094268798828125
41,0.0012440681457519531,0.002135038375854492,0.001531839370727539,0.00011992454528808594,0.002096891403198242
42,0.0011441707611083984,0.0018990039825439453,0.0015039443969726562,0.00011968612670898438,0.002198934555053711
43,0.0014562606811523438,0.0019366741180419922,0.001641988754272461,0.00013899803161621094,0.0021181106567382812
44,0.0011639595031738281,0.0021598339080810547,0.0016162395477294922,0.00019812583923339844,0.002162933349609375
45,0.0011713504791259766,0.002107858657836914,0.0016198158264160156,0.00015997886657714844,0.0024750232696533203
46,0.0013091564178466797,0.0020990371704101562,0.0016150474548339844,0.00013065338134765625,0.0025360584259033203
47,0.0012218952178955078,0.002178192138671875,0.0017657279968261719,0.00016498565673828125,0.0025739669799804688
48,0.0011861324310302734,0.0025649070739746094,0.0016131401062011719,0.00018024444580078125,0.003017902374267578
49,0.0014448165893554688,0.0025658607482910156,0.0016930103302001953,0.00017714500427246094,0.0026459693908691406
50,0.0012941360473632812,0.002504110336303711,0.001748800277709961,0.0002148151397705078,0.0024192333221435547
51,0.0013718605041503906,0.0025899410247802734,0.0017001628875732422,0.00016307830810546875,0.002810955047607422
52,0.0013699531555175781,0.002891063690185547,0.0017039775848388672,0.00019311904907226562,0.002866983413696289
53,0.0012638568878173828,0.002724170684814453,0.001741170883178711,0.00017595291137695312,0.003607034683227539
54,0.0015552043914794922,0.002910137176513672,0.0018818378448486328,0.00019097328186035156,0.0029299259185791016
55,0.001420736312866211,0.002774953842163086,0.0017731189727783203,0.0002181529998779297,0.003023862838745117
56,0.001605987548828125,0.003011941909790039,0.0018372535705566406,0.0002276897430419922,0.003762960433959961
57,0.001329183578491211,0.003081083297729492,0.0018570423126220703,0.00022292137145996094,0.0037949085235595703
58,0.0016791820526123047,0.0032041072845458984,0.00185394287109375,0.00032019615173339844,0.0033049583435058594
59,0.001631021499633789,0.0033249855041503906,0.0018732547760009766,0.0002713203430175781,0.0036160945892333984
60,0.001505136489868164,0.003175973892211914,0.0018858909606933594,0.0002887248992919922,0.0033028125762939453
61,0.0014960765838623047,0.0034470558166503906,0.0018687248229980469,0.00044083595275878906,0.003725767135620117
62,0.0014967918395996094,0.004003047943115234,0.0019268989562988281,0.0003151893615722656,0.003778219223022461
63,0.0019431114196777344,0.004170894622802734,0.0019729137420654297,0.00034499168395996094,0.0035550594329833984
64,0.0014493465423583984,0.003696918487548828,0.002105712890625,0.00028586387634277344,0.0038518905639648438
65,0.0020182132720947266,0.0046269893646240234,0.0020449161529541016,0.00035881996154785156,0.004358768463134766
66,0.0021507740020751953,0.0040149688720703125,0.002043008804321289,0.0003459453582763672,0.004324197769165039
