,cvxopt,ecos,osqp,quadprog,scs
2,0.0008230209350585938,0.0008962154388427734,0.0012841224670410156,5.602836608886719e-05,0.0011458396911621094
3,0.0005218982696533203,0.0006949901580810547,0.0011680126190185547,4.482269287109375e-05,0.0010581016540527344
4,0.0005567073822021484,0.0007531642913818359,0.0010309219360351562,4.506111145019531e-05,0.00139617919921875
5,0.0005211830139160156,0.0007071495056152344,0.0011451244354248047,8.225440979003906e-05,0.0011200904846191406
6,0.0005288124084472656,0.0007259845733642578,0.001129150390625,4.506111145019531e-05,0.001065969467163086
7,0.0006399154663085938,0.0007359981536865234,0.0010678768157958984,7.43865966796875e-05,0.0011038780212402344
8,0.0005497932434082031,0.0009248256683349609,0.0013442039489746094,4.601478576660156e-05,0.0012660026550292969
9,0.0005681514739990234,0.0008420944213867188,0.0011382102966308594,4.9114227294921875e-05,0.0011248588562011719
10,0.0005412101745605469,0.0011138916015625,0.001291036605834961,4.9114227294921875e-05,0.0011391639709472656
11,0.000637054443359375,0.000804901123046875,0.0012750625610351562,5.1021575927734375e-05,0.0011408329010009766
12,0.0006308555603027344,0.0008540153503417969,0.0011267662048339844,5.1021575927734375e-05,0.001222372055053711
13,0.0005590915679931641,0.0008502006530761719,0.0010819435119628906,5.7220458984375e-05,0.0012288093566894531
14,0.0006530284881591797,0.00084686279296875,0.001123189926147461,5.2928924560546875e-05,0.0011570453643798828
15,0.0007491111755371094,0.0011141300201416016,0.001230001449584961,5.1975250244140625e-05,0.0012700557708740234
16,0.0007429122924804688,0.0010120868682861328,0.0011131763458251953,5.1021575927734375e-05,0.0012459754943847656
17,0.0006039142608642578,0.0009562969207763672,0.0013511180877685547,5.2928924560546875e-05,0.0012700557708740234
18,0.0006639957427978516,0.0009558200836181641,0.0011301040649414062,5.316734313964844e-05,0.0013077259063720703
19,0.0005691051483154297,0.0010528564453125,0.001146078109741211,8.320808410644531e-05,0.0012469291687011719
20,0.0007998943328857422,0.0010640621185302734,0.001127004623413086,5.3882598876953125e-05,0.001271963119506836
21,0.0008041858673095703,0.0015277862548828125,0.0011529922485351562,5.91278076171875e-05,0.001589059829711914
22,0.0007863044738769531,0.0011601448059082031,0.0011410713195800781,6.198883056640625e-05,0.0013172626495361328
23,0.0008189678192138672,0.0011930465698242188,0.0011811256408691406,5.793571472167969e-05,0.0013780593872070312
24,0.0005843639373779297,0.0012660026550292969,0.0012519359588623047,6.198883056640625e-05,0.001544952392578125
25,0.0006959438323974609,0.001219034194946289,0.0011849403381347656,6.29425048828125e-05,0.0016109943389892578
26,0.000827789306640625,0.0011930465698242188,0.001497030258178711,6.198883056640625e-05,0.001544952392578125
27,0.0009310245513916016,0.0012753009796142578,0.0012450218200683594,6.508827209472656e-05,0.001459360122680664
28,0.0008449554443359375,0.0013499259948730469,0.0012269020080566406,7.319450378417969e-05,0.0015292167663574219
29,0.0008518695831298828,0.0013599395751953125,0.0012311935424804688,6.628036499023438e-05,0.001619100570678711
30,0.0009751319885253906,0.0016298294067382812,0.0013959407806396484,7.390975952148438e-05,0.0014801025390625
31,0.0010259151458740234,0.001373291015625,0.00140380859375,7.987022399902344e-05,0.0016109943389892578
32,0.0008690357208251953,0.0014388561248779297,0.0012788772583007812,0.00010418891906738281,0.0017590522766113281
33,0.001004934310913086,0.0014982223510742188,0.001332998275756836,0.000102996826171875,0.0018146038055419922
34,0.0009012222290039062,0.001592874526977539,0.001386880874633789,8.797645568847656e-05,0.0017061233520507812
35,0.0010180473327636719,0.0015265941619873047,0.0013051033020019531,0.0001392364501953125,0.0017108917236328125
36,0.0010018348693847656,0.00162506103515625,0.0014030933380126953,0.00010800361633300781,0.002023935317993164
37,0.0011577606201171875,0.0017428398132324219,0.0014450550079345703,9.918212890625e-05,0.0017800331115722656
38,0.00115203857421875,0.0016078948974609375,0.0014190673828125,9.918212890625e-05,0.0018508434295654297
39,0.001360177993774414,0.0016660690307617188,0.0015151500701904297,0.0001049041748046875,0.0018661022186279297
40,0.0010960102081298828,0.0018470287322998047,0.0014641284942626953,0.00011086463928222656,0.002302885055541992
41,0.0011878013610839844,0.0018131732940673828,0.0016398429870605469,0.00011396408081054688,0.0021209716796875
42,0.0011391639709472656,0.002460956573486328,0.0019447803497314453,0.00010609626770019531,0.0020008087158203125
43,0.001110076904296875,0.0022389888763427734,0.0014357566833496094,0.00010895729064941406,0.002218008041381836
44,0.0010859966278076172,0.0022919178009033203,0.001438140869140625,0.00011372566223144531,0.002174854278564453
45,0.0010919570922851562,0.0018301010131835938,0.0015978813171386719,0.00013899803161621094,0.0024292469024658203
46,0.001110076904296875,0.0022017955780029297,0.0014998912811279297,0.00015091896057128906,0.0026009082794189453
47,0.0011317729949951172,0.002724885940551758,0.0016949176788330078,0.00018286705017089844,0.002610921859741211
48,0.0011141300201416016,0.0023250579833984375,0.0019431114196777344,0.0001380443572998047,0.0021686553955078125
49,0.0011508464813232422,0.002517223358154297,0.0016491413116455078,0.00016188621520996094,0.002950906753540039
50,0.0012018680572509766,0.0024111270904541016,0.0015931129455566406,0.00020194053649902344,0.0026688575744628906
51,0.0012238025665283203,0.0024886131286621094,0.0017828941345214844,0.0001919269561767578,0.002357006072998047
52,0.0013110637664794922,0.0027740001678466797,0.0016090869903564453,0.000179290771484375,0.003228902816772461
53,0.0011811256408691406,0.002604961395263672,0.0018472671508789062,0.0002079010009765625,0.002727985382080078
54,0.0013239383697509766,0.0026488304138183594,0.0018968582153320312,0.00017380714416503906,0.002833127975463867
55,0.001605987548828125,0.002839803695678711,0.002370119094848633,0.0002269744873046875,0.0029838085174560547
56,0.0015978813171386719,0.0031189918518066406,0.0018129348754882812,0.0002338886260986328,0.003314971923828125
57,0.0012400150299072266,0.0029549598693847656,0.0019159317016601562,0.00026106834411621094,0.0038728713989257812
58,0.0016138553619384766,0.0032460689544677734,0.0017511844635009766,0.0003001689910888672,0.003283977508544922
59,0.0014331340789794922,0.003168821334838867,0.0019350051879882812,0.00022983551025390625,0.0035371780395507812
60,0.0013709068298339844,0.003281831741333008,0.001834869384765625,0.00021791458129882812,0.0035130977630615234
61,0.0013751983642578125,0.004294872283935547,0.001961946487426758,0.00028228759765625,0.0032918453216552734
62,0.00152587890625,0.003480195999145508,0.0018911361694335938,0.00035381317138671875,0.004076957702636719
63,0.001302957534790039,0.0038971900939941406,0.0018568038940429688,0.0003063678741455078,0.0038340091705322266
64,0.0015096664428710938,0.004116058349609375,0.001950979232788086,0.00023794174194335938,0.003543853759765625
65,0.0017440319061279297,0.004118919372558594,0.0020651817321777344,0.0003662109375,0.004458427429199219
66,0.0017008781433105469,0.003916025161743164,0.0020139217376708984,0.00039076805114746094,0.00395512580871582
67,0.0019068717956542969,0.004136085510253906,0.002007722854614258,0.00036907196044921875,0.0046498775482177734
68,0.0016100406646728516,0.0040798187255859375,0.0020101070404052734,0.000392913818359375,0.004106998443603516
69,0.0019211769104003906,0.00446319580078125,0.0021791458129882812,0.0004527568817138672,0.004236936569213867
70,0.0017430782318115234,0.005063056945800781,0.0023469924926757812,0.0003190040588378906,0.004363059997558594
71,0.002888917922973633,0.004562854766845703,0.0023469924926757812,0.0004851818084716797,0.006518125534057617
72,0.0016851425170898438,0.004568815231323242,0.0026412010192871094,0.0005109310150146484,0.004996061325073242
73,0.0020041465759277344,0.004796028137207031,0.002142190933227539,0.0004990100860595703,0.004703044891357422
74,0.0019180774688720703,0.0050313472747802734,0.0021848678588867188,0.0004951953887939453,0.004636049270629883
75,0.001920938491821289,0.005158901214599609,0.0023088455200195312,0.0007088184356689453,0.005427837371826172
76,0.0019450187683105469,0.00488591194152832,0.0022449493408203125,0.0005991458892822266,0.0055620670318603516
77,0.0018439292907714844,0.005052089691162109,0.0022847652435302734,0.0005958080291748047,0.005666017532348633
78,0.0017735958099365234,0.0049097537994384766,0.0024309158325195312,0.0007507801055908203,0.005055904388427734
79,0.0022389888763427734,0.005218982696533203,0.0023200511932373047,0.0006420612335205078,0.005834102630615234
80,0.0020139217376708984,0.005838871002197266,0.002516031265258789,0.0005860328674316406,0.0054318904876708984
81,0.001984834671020508,0.0066721439361572266,0.002438783645629883,0.0006687641143798828,0.005693912506103516
82,0.0018382072448730469,0.0064051151275634766,0.0024199485778808594,0.0005548000335693359,0.005839824676513672
