,cvxopt,qpoases,quadprog,ecos
2,0.0008597373962402344,0.00020599365234375,0.00011491775512695312,0.0012347698211669922
3,0.0008695125579833984,0.00016760826110839844,0.00011110305786132812,0.0015332698822021484
4,0.0008730888366699219,0.0001595020294189453,0.0001049041748046875,0.0012090206146240234
5,0.0017545223236083984,0.0003037452697753906,0.0001964569091796875,0.002263784408569336
6,0.0018534660339355469,0.0002989768981933594,0.0001926422119140625,0.002354860305786133
7,0.0018279552459716797,0.00032448768615722656,0.00019741058349609375,0.002328157424926758
8,0.0018551349639892578,0.0003509521484375,0.00019431114196777344,0.002467632293701172
9,0.002323150634765625,0.0003809928894042969,0.00019788742065429688,0.002604961395263672
10,0.001974821090698242,0.00042319297790527344,0.00019884109497070312,0.002755403518676758
11,0.001977682113647461,0.0004239082336425781,0.00021314620971679688,0.002679109573364258
12,0.002064228057861328,0.00047326087951660156,0.00020456314086914062,0.0028204917907714844
13,0.008066415786743164,0.0005030632019042969,0.00020623207092285156,0.0028111934661865234
14,0.0021436214447021484,0.0005373954772949219,0.00021195411682128906,0.002942323684692383
15,0.0021927356719970703,0.0006334781646728516,0.00021958351135253906,0.0030434131622314453
16,0.0021920204162597656,0.0006387233734130859,0.0002143383026123047,0.0029854774475097656
17,0.010762214660644531,0.0007579326629638672,0.00022077560424804688,0.0030336380004882812
18,0.002164602279663086,0.0007791519165039062,0.0002186298370361328,0.003278017044067383
19,0.0025839805603027344,0.0008203983306884766,0.00022530555725097656,0.003529787063598633
20,0.0030164718627929688,0.0009417533874511719,0.00023221969604492188,0.0032699108123779297
21,0.0030612945556640625,0.0010428428649902344,0.00023174285888671875,0.0035593509674072266
22,0.0026175975799560547,0.0011172294616699219,0.00024390220642089844,0.0035858154296875
23,0.0022430419921875,0.0012278556823730469,0.00023126602172851562,0.003957509994506836
24,0.0022711753845214844,0.0013775825500488281,0.000255584716796875,0.003945827484130859
25,0.007738828659057617,0.0014541149139404297,0.000255584716796875,0.004476785659790039
26,0.003400564193725586,0.0014753341674804688,0.00026345252990722656,0.003938436508178711
27,0.0067691802978515625,0.0017006397247314453,0.0002624988555908203,0.004669666290283203
28,0.008466243743896484,0.0018339157104492188,0.0002739429473876953,0.00483250617980957
29,0.0076334476470947266,0.002014636993408203,0.0002727508544921875,0.0040891170501708984
30,0.007689952850341797,0.002070188522338867,0.0003008842468261719,0.004815101623535156
31,0.007772684097290039,0.0022950172424316406,0.0003261566162109375,0.004374027252197266
32,0.007585763931274414,0.0023653507232666016,0.0002434253692626953,0.00402069091796875
33,0.00622105598449707,0.002362966537475586,0.0002830028533935547,0.004439353942871094
34,0.007453203201293945,0.002607107162475586,0.0002970695495605469,0.0049762725830078125
35,0.00830221176147461,0.0028412342071533203,0.0003094673156738281,0.004756927490234375
36,0.007643938064575195,0.0030634403228759766,0.00033664703369140625,0.0052928924560546875
37,0.007539987564086914,0.0032148361206054688,0.00036406517028808594,0.00508570671081543
38,0.007420778274536133,0.0031909942626953125,0.0003345012664794922,0.005199909210205078
39,0.0075778961181640625,0.0038499832153320312,0.00042128562927246094,0.0055255889892578125
40,0.007834911346435547,0.006932735443115234,0.00043392181396484375,0.008774518966674805
41,0.007757663726806641,0.0041351318359375,0.00045943260192871094,0.005934000015258789
42,0.007803201675415039,0.004489898681640625,0.0003845691680908203,0.006230592727661133
43,0.007865667343139648,0.004968881607055664,0.000438690185546875,0.005879878997802734
44,0.007852554321289062,0.0050220489501953125,0.0005633831024169922,0.006453275680541992
45,0.008033275604248047,0.008066415786743164,0.0004782676696777344,0.007905244827270508
46,0.007911443710327148,0.005667686462402344,0.0005612373352050781,0.008238792419433594
47,0.007197141647338867,0.006253957748413086,0.0005657672882080078,0.0066280364990234375
48,0.008237361907958984,0.006468772888183594,0.0005738735198974609,0.006837606430053711
49,0.008273601531982422,0.0064144134521484375,0.0006225109100341797,0.007294416427612305
50,0.008233308792114258,0.0071260929107666016,0.0006728172302246094,0.0071065425872802734
51,0.008301973342895508,0.014024019241333008,0.0007507801055908203,0.01383209228515625
52,0.008484601974487305,0.016798734664916992,0.0007698535919189453,0.010848760604858398
53,0.021600008010864258,0.01716780662536621,0.0006711483001708984,0.01457524299621582
54,0.01926589012145996,0.019913196563720703,0.0008444786071777344,0.013747453689575195
55,0.021947860717773438,0.020365238189697266,0.0010116100311279297,0.009348392486572266
56,0.0048940181732177734,0.019182682037353516,0.0011720657348632812,0.008273124694824219
57,0.004956483840942383,0.010353326797485352,0.0009491443634033203,0.00850534439086914
58,0.0050048828125,0.020396709442138672,0.001111745834350586,0.01760578155517578
59,0.015128850936889648,0.019776344299316406,0.0009760856628417969,0.020626068115234375
60,0.014030218124389648,0.02486395835876465,0.0009665489196777344,0.021233558654785156
61,0.014908313751220703,0.021956205368041992,0.001424551010131836,0.011424779891967773
62,0.015525341033935547,0.02265334129333496,0.001447439193725586,0.025590896606445312
63,0.010467767715454102,0.014834403991699219,0.0009107589721679688,0.011054039001464844
64,0.004484415054321289,0.014847993850708008,0.0013628005981445312,0.011475801467895508
65,0.00853586196899414,0.032195329666137695,0.0016217231750488281,0.012047290802001953
66,0.017589092254638672,0.024953365325927734,0.0015621185302734375,0.02841639518737793
67,0.018296003341674805,0.03595566749572754,0.0015194416046142578,0.026691913604736328
68,0.017992496490478516,0.028696298599243164,0.0015625953674316406,0.013669013977050781
69,0.005947113037109375,0.03707599639892578,0.0020139217376708984,0.02148294448852539
70,0.0209963321685791,0.018997669219970703,0.0017859935760498047,0.013174057006835938
71,0.006088733673095703,0.01941370964050293,0.0017325878143310547,0.01214599609375
72,0.0055332183837890625,0.04013776779174805,0.0017278194427490234,0.01537775993347168
73,0.0067539215087890625,0.023299217224121094,0.0019443035125732422,0.014146804809570312
74,0.005768299102783203,0.044739484786987305,0.0024673938751220703,0.016207456588745117
75,0.01846933364868164,0.05285906791687012,0.0027227401733398438,0.015208244323730469
76,0.018465280532836914,0.05192089080810547,0.002177715301513672,0.0182950496673584
77,0.01848316192626953,0.05169391632080078,0.0028519630432128906,0.016106605529785156
78,0.006973743438720703,0.02935004234313965,0.0048601627349853516,0.017342329025268555
79,0.006475925445556641,0.029419422149658203,0.0025796890258789062,0.015046358108520508
80,0.00634002685546875,0.031171321868896484,0.0029664039611816406,0.019226551055908203
81,0.018993377685546875,0.06901407241821289,0.003755331039428711,0.017638683319091797
82,0.01920771598815918,0.06779718399047852,0.002897024154663086,0.017661571502685547
83,0.01957988739013672,0.05987358093261719,0.0033054351806640625,0.019244670867919922
84,0.006601810455322266,0.033101797103881836,0.0033643245697021484,0.01871013641357422
85,0.006771087646484375,0.07676911354064941,0.003994941711425781,0.024505138397216797
86,0.031232595443725586,0.08265066146850586,0.0036225318908691406,0.021043777465820312
87,0.019587278366088867,0.03938007354736328,0.004259586334228516,0.021967172622680664
88,0.0073931217193603516,0.04189634323120117,0.0039157867431640625,0.02301192283630371
89,0.006910085678100586,0.04332256317138672,0.004407167434692383,0.04777193069458008
90,0.008190393447875977,0.045647382736206055,0.004111051559448242,0.025095701217651367
91,0.007818460464477539,0.04868507385253906,0.004666566848754883,0.021609067916870117
92,0.006943702697753906,0.05523824691772461,0.0040895938873291016,0.027096986770629883
93,0.007186174392700195,0.05222630500793457,0.004475831985473633,0.02714848518371582
94,0.007830381393432617,0.05441761016845703,0.004880666732788086,0.024865388870239258
95,0.007235050201416016,0.056722164154052734,0.006105184555053711,0.024434804916381836
96,0.007320880889892578,0.06166815757751465,0.005425453186035156,0.02674388885498047
97,0.008103132247924805,0.06280064582824707,0.006802797317504883,0.026074886322021484
98,0.007539510726928711,0.08378791809082031,0.006799221038818359,0.026174068450927734
99,0.007550954818725586,0.07028746604919434,0.007634401321411133,0.02682638168334961
