,cvxopt,qpoases
2,0.0027627944946289062,0.0004138946533203125
3,0.002944469451904297,0.0004992485046386719
4,0.003012418746948242,0.0007839202880859375
5,0.003134489059448242,0.0011811256408691406
6,0.0036058425903320312,0.0015947818756103516
7,0.003720998764038086,0.0020639896392822266
8,0.00416111946105957,0.0030145645141601562
9,0.010063886642456055,0.0033583641052246094
10,0.004601716995239258,0.004610300064086914
11,0.004807710647583008,0.006395816802978516
12,0.004979133605957031,0.007617473602294922
13,0.005218505859375,0.01036691665649414
14,0.005302906036376953,0.01062464714050293
15,0.00543975830078125,0.014047861099243164
16,0.006226778030395508,0.019392728805541992
17,0.015630245208740234,0.01698899269104004
18,0.0066721439361572266,0.02327704429626465
19,0.006791114807128906,0.02637767791748047
20,0.006753683090209961,0.04132485389709473
21,0.007760286331176758,0.03708362579345703
22,0.007570981979370117,0.036864519119262695
23,0.007819652557373047,0.08842253684997559
24,0.008660316467285156,0.0416562557220459
25,0.013873577117919922,0.05087900161743164
26,0.009062767028808594,0.056719064712524414
27,0.012100934982299805,0.09537672996520996
28,0.016550302505493164,0.06828999519348145
29,0.012207269668579102,0.08288311958312988
30,0.011252403259277344,0.0891573429107666
31,0.012972116470336914,0.0912473201751709
32,0.012610912322998047,0.12552714347839355
33,0.024548768997192383,0.11214590072631836
34,0.012768983840942383,0.11517119407653809
35,0.013112068176269531,0.12116074562072754
36,0.014275312423706055,0.12512683868408203
37,0.013045787811279297,0.13083410263061523
38,0.013209342956542969,0.13940834999084473
39,0.014924764633178711,0.14844298362731934
40,0.02172064781188965,0.15075254440307617
41,0.0315699577331543,0.16106104850769043
42,0.015288114547729492,0.17130565643310547
43,0.014389753341674805,0.17866158485412598
44,0.0176088809967041,0.18001794815063477
45,0.01669788360595703,0.1916193962097168
46,0.019594192504882812,0.21347737312316895
47,0.021849870681762695,0.21260690689086914
48,0.018137693405151367,0.23090553283691406
49,0.033843994140625,0.23746466636657715
50,0.020972251892089844,0.2520334720611572
51,0.019935131072998047,0.2661726474761963
52,0.02147674560546875,0.283832311630249
53,0.020881175994873047,0.27487921714782715
54,0.022915124893188477,0.2977759838104248
55,0.03199934959411621,0.31741881370544434
56,0.02655506134033203,0.3246445655822754
57,0.04495716094970703,0.3452792167663574
58,0.025220394134521484,0.3510863780975342
59,0.025617361068725586,0.406780481338501
60,0.057472944259643555,0.40445637702941895
61,0.03003692626953125,0.4159836769104004
62,0.02730250358581543,0.4344632625579834
63,0.058624267578125,0.4634995460510254
64,0.029064416885375977,0.5111956596374512
65,0.06852221488952637,0.5403962135314941
66,0.04392576217651367,0.5200445652008057
67,0.07375621795654297,0.601038932800293
68,0.03469347953796387,0.5899524688720703
69,0.05077195167541504,0.6437506675720215
70,0.0386960506439209,0.6522948741912842
71,0.05215573310852051,0.7017698287963867
72,0.04011988639831543,0.694298267364502
73,0.04539346694946289,0.7371461391448975
74,0.04433846473693848,0.7856543064117432
75,0.08210921287536621,0.832327127456665
76,0.04149198532104492,0.8014187812805176
77,0.06316757202148438,0.8654675483703613
78,0.05432891845703125,0.9693934917449951
79,0.05195975303649902,1.0394344329833984
80,0.04736185073852539,1.0045480728149414
81,0.05581164360046387,1.1001472473144531
82,0.05511283874511719,1.1932945251464844
83,0.05952787399291992,1.1949188709259033
84,0.10435223579406738,1.2128582000732422
85,0.10823965072631836,1.319270372390747
86,0.06698131561279297,1.3828718662261963
87,0.06863784790039062,1.519308090209961
88,0.06400537490844727,1.5311672687530518
89,0.11272716522216797,1.6798737049102783
90,0.07876157760620117,1.6786856651306152
91,0.07141995429992676,2.086360216140747
92,0.07472777366638184,1.6147844791412354
93,0.08686995506286621,1.9686861038208008
94,0.08760666847229004,1.9511244297027588
95,0.08707761764526367,2.1540441513061523
96,0.0887293815612793,1.9039971828460693
97,0.09380698204040527,2.5551700592041016
98,0.09343838691711426,2.5140528678894043
99,0.10091209411621094,2.5466089248657227
