,cvxopt,qpoases
2,0.0026922225952148438,0.0005314350128173828
3,0.003115415573120117,0.0009522438049316406
4,0.003679037094116211,0.0014867782592773438
5,0.0042340755462646484,0.002383708953857422
6,0.004490852355957031,0.003326416015625
7,0.0047113895416259766,0.005066871643066406
8,0.004934072494506836,0.008092164993286133
9,0.00610804557800293,0.011676788330078125
10,0.006233930587768555,0.014516115188598633
11,0.0065059661865234375,0.017507314682006836
12,0.006896495819091797,0.022806644439697266
13,0.008383750915527344,0.027308940887451172
14,0.00968170166015625,0.04465317726135254
15,0.020076751708984375,0.043384552001953125
16,0.008857250213623047,0.04907989501953125
17,0.00975179672241211,0.10335326194763184
18,0.01218867301940918,0.07593345642089844
19,0.012798547744750977,0.08236098289489746
20,0.013117551803588867,0.09483671188354492
21,0.015323638916015625,0.09483623504638672
22,0.013150691986083984,0.09891867637634277
23,0.027349472045898438,0.07586312294006348
24,0.015321493148803711,0.11334609985351562
25,0.01740741729736328,0.149336576461792
26,0.01920294761657715,0.1582322120666504
27,0.0208890438079834,0.16925835609436035
28,0.023493528366088867,0.1772165298461914
29,0.02857184410095215,0.1927635669708252
30,0.02543950080871582,0.20095467567443848
31,0.027428388595581055,0.21790003776550293
32,0.02639293670654297,0.23047637939453125
33,0.03516125679016113,0.25759291648864746
34,0.028574705123901367,0.2625243663787842
35,0.03808021545410156,0.2957570552825928
36,0.0359804630279541,0.337296724319458
37,0.03760480880737305,0.35630321502685547
38,0.042653799057006836,0.3881072998046875
39,0.07466816902160645,0.39821743965148926
40,0.06325125694274902,0.4086039066314697
41,0.04947638511657715,0.42740607261657715
42,0.08749890327453613,0.5100934505462646
43,0.05977940559387207,0.5107433795928955
44,0.05397343635559082,0.5520939826965332
45,0.05823230743408203,0.5880439281463623
46,0.07737541198730469,0.6096625328063965
47,0.06568050384521484,0.6682045459747314
48,0.07247114181518555,0.7241361141204834
49,0.07911157608032227,0.8579397201538086
50,0.08922195434570312,0.7996261119842529
51,0.11217927932739258,0.909318208694458
52,0.08625292778015137,0.9756209850311279
53,0.0817101001739502,1.0484018325805664
54,0.08279991149902344,1.149932861328125
55,0.09184622764587402,1.2269721031188965
56,0.10212469100952148,1.0721561908721924
57,0.11815237998962402,1.3954644203186035
58,0.09923768043518066,1.5076942443847656
59,0.10934090614318848,1.552685022354126
60,0.11056137084960938,1.4764082431793213
61,0.10641741752624512,1.8450212478637695
62,0.11019563674926758,1.601897954940796
63,0.12561559677124023,2.0428287982940674
64,0.1444075107574463,2.1248836517333984
65,0.13444161415100098,2.4474806785583496
66,0.12048506736755371,2.150378704071045
67,0.14101696014404297,2.4723551273345947
68,0.1792604923248291,2.35033917427063
69,0.14605045318603516,2.7250518798828125
70,0.1428377628326416,2.965592384338379
71,0.16496753692626953,3.490391492843628
72,0.14644312858581543,2.8014776706695557
73,0.16946172714233398,3.3597090244293213
74,0.163299560546875,3.2725393772125244
75,0.17019128799438477,3.6426610946655273
76,0.24757027626037598,3.532794713973999
77,0.19608736038208008,4.5644471645355225
78,0.18948841094970703,3.9294724464416504
79,0.19788169860839844,4.962494611740112
80,0.22902798652648926,4.095082521438599
81,0.22568941116333008,4.909522771835327
82,0.20760416984558105,4.416823148727417
83,0.19874334335327148,4.887955904006958
84,0.24729061126708984,4.772200107574463
85,0.26641845703125,6.0801403522491455
86,0.2997477054595947,5.167448997497559
87,0.2565739154815674,6.0523362159729
88,0.24062395095825195,5.85595178604126
89,0.2789909839630127,6.684626579284668
90,0.28920602798461914,5.844337224960327
91,0.3318498134613037,7.664129734039307
92,0.2571127414703369,6.629167079925537
93,0.2880094051361084,7.869535207748413
94,0.30038952827453613,7.417422294616699
95,0.3023552894592285,8.456655740737915
96,0.28075432777404785,7.528635025024414
97,0.2990992069244385,8.612267017364502
98,0.2922031879425049,7.839062929153442
99,0.31977128982543945,10.222460508346558
