,cvxopt,qpoases,quadprog,ecos
2,0.0008697509765625,0.00011610984802246094,9.465217590332031e-05,0.0010945796966552734
3,0.0007898807525634766,0.00018310546875,9.846687316894531e-05,0.0011522769927978516
4,0.0008080005645751953,0.00012755393981933594,9.274482727050781e-05,0.0012590885162353516
5,0.0018010139465332031,0.0002646446228027344,0.0001976490020751953,0.0022013187408447266
6,0.0018050670623779297,0.00027871131896972656,0.00020170211791992188,0.0022470951080322266
7,0.0018305778503417969,0.0003044605255126953,0.00018477439880371094,0.0022995471954345703
8,0.000946044921875,0.00016736984252929688,9.679794311523438e-05,0.0012655258178710938
9,0.0019004344940185547,0.00034236907958984375,0.0001888275146484375,0.002539396286010742
10,0.0019307136535644531,0.0003705024719238281,0.00019884109497070312,0.0026929378509521484
11,0.0019452571868896484,0.0004017353057861328,0.00019478797912597656,0.002654552459716797
12,0.0019257068634033203,0.0004379749298095703,0.00019931793212890625,0.002807140350341797
13,0.0021047592163085938,0.00047707557678222656,0.00020170211791992188,0.0029134750366210938
14,0.0022063255310058594,0.0005142688751220703,0.0002090930938720703,0.0029439926147460938
15,0.002130746841430664,0.0005602836608886719,0.00020265579223632812,0.0030050277709960938
16,0.002115964889526367,0.0006468296051025391,0.000202178955078125,0.003030061721801758
17,0.002235889434814453,0.0006959438323974609,0.0002040863037109375,0.0030062198638916016
18,0.002637624740600586,0.0007293224334716797,0.00020885467529296875,0.0030984878540039062
19,0.0022783279418945312,0.0008792877197265625,0.00021147727966308594,0.003264904022216797
20,0.002158641815185547,0.0009157657623291016,0.00022149085998535156,0.003343343734741211
21,0.0026216506958007812,0.0009813308715820312,0.00021886825561523438,0.0036754608154296875
22,0.0031418800354003906,0.0010690689086914062,0.0002181529998779297,0.003595113754272461
23,0.0023190975189208984,0.0012962818145751953,0.00022554397583007812,0.003706216812133789
24,0.003165721893310547,0.001268625259399414,0.0002593994140625,0.003625154495239258
25,0.0022339820861816406,0.0013632774353027344,0.0002377033233642578,0.0037529468536376953
26,0.0031158924102783203,0.0014808177947998047,0.0002551078796386719,0.003801584243774414
27,0.0032193660736083984,0.0016868114471435547,0.0002605915069580078,0.004354000091552734
28,0.003163576126098633,0.001703500747680664,0.0002536773681640625,0.003710031509399414
29,0.003336668014526367,0.0018382072448730469,0.00024271011352539062,0.004079103469848633
30,0.0033659934997558594,0.0017397403717041016,0.0002582073211669922,0.003889322280883789
31,0.0024514198303222656,0.0019638538360595703,0.0002536773681640625,0.004072904586791992
32,0.0033257007598876953,0.002286672592163086,0.0002608299255371094,0.004244327545166016
33,0.004289150238037109,0.0022695064544677734,0.000286102294921875,0.004670381546020508
34,0.003608226776123047,0.0026404857635498047,0.0003180503845214844,0.0043375492095947266
35,0.002806425094604492,0.0028879642486572266,0.0002961158752441406,0.004687309265136719
36,0.0072803497314453125,0.0030608177185058594,0.0003864765167236328,0.00526118278503418
37,0.007528066635131836,0.0062825679779052734,0.00032973289489746094,0.00511622428894043
