,cvxopt,qpoases,quadprog,ecos
2,0.0008859634399414062,0.00012612342834472656,0.00010132789611816406,0.0011377334594726562
3,0.0008151531219482422,0.00013375282287597656,0.000156402587890625,0.0011391639709472656
4,0.0008037090301513672,0.0001289844512939453,0.00011658668518066406,0.001140594482421875
5,0.0018162727355957031,0.00026297569274902344,0.00018453598022460938,0.002228260040283203
6,0.001814126968383789,0.0002846717834472656,0.00018644332885742188,0.0022618770599365234
7,0.0019829273223876953,0.0003001689910888672,0.0001933574676513672,0.0022916793823242188
8,0.0018219947814941406,0.0003254413604736328,0.00018739700317382812,0.0024421215057373047
9,0.0018982887268066406,0.00034546852111816406,0.00019049644470214844,0.002832174301147461
10,0.0021028518676757812,0.0003726482391357422,0.0001900196075439453,0.0026328563690185547
11,0.0019273757934570312,0.0004143714904785156,0.00019621849060058594,0.002643585205078125
12,0.002301454544067383,0.00044798851013183594,0.00019741058349609375,0.0027496814727783203
13,0.0025272369384765625,0.0004749298095703125,0.0002048015594482422,0.0028138160705566406
14,0.002432584762573242,0.0005147457122802734,0.00020170211791992188,0.002871990203857422
15,0.002063751220703125,0.0009012222290039062,0.00020599365234375,0.0031898021697998047
16,0.0024809837341308594,0.0006115436553955078,0.00021457672119140625,0.0029554367065429688
17,0.0033881664276123047,0.0006749629974365234,0.00020694732666015625,0.0030395984649658203
18,0.002122163772583008,0.0007760524749755859,0.0002155303955078125,0.003272533416748047
19,0.0041086673736572266,0.0008814334869384766,0.00021147727966308594,0.003420114517211914
20,0.0024132728576660156,0.00103759765625,0.0002167224884033203,0.0036792755126953125
21,0.003058910369873047,0.0010306835174560547,0.00022411346435546875,0.0035881996154785156
22,0.0026006698608398438,0.0010499954223632812,0.0002372264862060547,0.003705263137817383
23,0.003044605255126953,0.0012736320495605469,0.0002396106719970703,0.003696441650390625
24,0.002224445343017578,0.0015861988067626953,0.00023412704467773438,0.003814697265625
25,0.002804279327392578,0.0012307167053222656,0.00022530555725097656,0.0037529468536376953
26,0.0020325183868408203,0.0013604164123535156,0.00020956993103027344,0.003634214401245117
27,0.002889394760131836,0.0015642642974853516,0.0002384185791015625,0.003615140914916992
28,0.012039422988891602,0.0016782283782958984,0.0002562999725341797,0.003741741180419922
29,0.002871274948120117,0.0017740726470947266,0.00023293495178222656,0.003838777542114258
30,0.003304719924926758,0.0019898414611816406,0.0002818107604980469,0.004402637481689453
31,0.0034029483795166016,0.0024077892303466797,0.00043272972106933594,0.00470423698425293
32,0.0033872127532958984,0.002408266067504883,0.0003514289855957031,0.005083322525024414
33,0.0031900405883789062,0.002309083938598633,0.00030350685119628906,0.004473209381103516
34,0.003713369369506836,0.00286865234375,0.0003478527069091797,0.004340171813964844
35,0.002835988998413086,0.0027718544006347656,0.0005064010620117188,0.0046846866607666016
36,0.0051763057708740234,0.0033473968505859375,0.00034356117248535156,0.005839109420776367
37,0.007409811019897461,0.0037384033203125,0.00031495094299316406,0.0047969818115234375
38,0.003406047821044922,0.0035305023193359375,0.0003628730773925781,0.004626750946044922
39,0.003797769546508789,0.003499746322631836,0.0003943443298339844,0.0056416988372802734
40,0.003830432891845703,0.004755496978759766,0.0005447864532470703,0.005938291549682617
41,0.0074236392974853516,0.005813121795654297,0.0005285739898681641,0.005832672119140625
42,0.007535457611083984,0.004029273986816406,0.00033926963806152344,0.005727052688598633
43,0.007680177688598633,0.004901885986328125,0.0004429817199707031,0.006181478500366211
44,0.007726192474365234,0.005766153335571289,0.0004961490631103516,0.0068819522857666016
45,0.009555578231811523,0.005502462387084961,0.0007402896881103516,0.007014274597167969
46,0.008698701858520508,0.006224393844604492,0.0005936622619628906,0.007102012634277344
47,0.009835958480834961,0.006874799728393555,0.0006747245788574219,0.006272792816162109
48,0.004268169403076172,0.006231784820556641,0.0005807876586914062,0.006804704666137695
49,0.003918170928955078,0.0069696903228759766,0.0006225109100341797,0.00775146484375
50,0.004327058792114258,0.008756399154663086,0.0006992816925048828,0.00788259506225586
51,0.011907100677490234,0.007280826568603516,0.0006413459777832031,0.007508516311645508
52,0.0039980411529541016,0.0077092647552490234,0.0006566047668457031,0.0076558589935302734
53,0.00497126579284668,0.008910417556762695,0.0007202625274658203,0.018809795379638672
54,0.009307146072387695,0.014717817306518555,0.0009963512420654297,0.015546560287475586
55,0.004609584808349609,0.009595632553100586,0.0009353160858154297,0.007755756378173828
56,0.0040743350982666016,0.020195722579956055,0.0007059574127197266,0.009064197540283203
57,0.004907846450805664,0.009932994842529297,0.000865936279296875,0.010176897048950195
58,0.01066279411315918,0.02136087417602539,0.0011234283447265625,0.009933710098266602
59,0.01080632209777832,0.010947465896606445,0.0008807182312011719,0.009143352508544922
