,cvxopt
2,0.0009999275207519531
3,0.0012328624725341797
4,0.0013511180877685547
5,0.0013937950134277344
6,0.0013742446899414062
7,0.001547098159790039
8,0.001628875732421875
9,0.0017352104187011719
10,0.001956939697265625
11,0.0021851062774658203
12,0.0022330284118652344
13,0.002532958984375
14,0.0032720565795898438
15,0.002844095230102539
16,0.0029909610748291016
17,0.0034868717193603516
18,0.003918170928955078
19,0.004064083099365234
20,0.004123210906982422
21,0.0047838687896728516
22,0.0050280094146728516
23,0.0048370361328125
24,0.007507801055908203
25,0.00658106803894043
26,0.008568048477172852
27,0.008153676986694336
28,0.009045124053955078
29,0.010647058486938477
30,0.010431051254272461
31,0.010892152786254883
32,0.01211404800415039
33,0.01398015022277832
34,0.01245427131652832
35,0.011868000030517578
36,0.012624263763427734
37,0.01351308822631836
38,0.014850139617919922
39,0.015681028366088867
40,0.015130043029785156
41,0.015533208847045898
42,0.016535043716430664
43,0.015828847885131836
44,0.015982866287231445
45,0.018687009811401367
46,0.0186159610748291
47,0.0179440975189209
48,0.018561124801635742
49,0.0207669734954834
50,0.020354747772216797
51,0.020371198654174805
52,0.022412776947021484
53,0.022594213485717773
54,0.02276468276977539
55,0.025230884552001953
56,0.023777008056640625
57,0.03109288215637207
58,0.028502941131591797
59,0.027045011520385742
60,0.033692121505737305
61,0.03114795684814453
62,0.03245210647583008
63,0.03635001182556152
64,0.0392758846282959
65,0.039351701736450195
66,0.0367128849029541
67,0.03971409797668457
68,0.0373687744140625
69,0.04230785369873047
70,0.04108905792236328
71,0.04749417304992676
72,0.04582023620605469
73,0.05085587501525879
74,0.0494999885559082
75,0.04844999313354492
76,0.05411195755004883
77,0.055998802185058594
78,0.05700802803039551
79,0.060439109802246094
80,0.0604250431060791
81,0.06257224082946777
82,0.06399893760681152
83,0.06520819664001465
84,0.060102224349975586
85,0.06971907615661621
86,0.07038211822509766
87,0.0725409984588623
88,0.07062602043151855
89,0.0798029899597168
90,0.0718221664428711
91,0.07883596420288086
92,0.0787210464477539
93,0.0827629566192627
94,0.094940185546875
95,0.08974170684814453
96,0.09282493591308594
97,0.09058713912963867
98,0.09260392189025879
99,0.0998070240020752
