,cvxopt
2,0.0008981227874755859
3,0.0010409355163574219
4,0.002299785614013672
5,0.001683950424194336
6,0.0013720989227294922
7,0.0014281272888183594
8,0.002088785171508789
9,0.0022542476654052734
10,0.0026171207427978516
11,0.002534151077270508
12,0.0026743412017822266
13,0.0032787322998046875
14,0.0034339427947998047
15,0.003469705581665039
16,0.0032410621643066406
17,0.0034499168395996094
18,0.003495931625366211
19,0.004255056381225586
20,0.004502058029174805
21,0.00485992431640625
22,0.005653858184814453
23,0.006036996841430664
24,0.008176088333129883
25,0.0072231292724609375
26,0.008038997650146484
27,0.008787870407104492
28,0.009240150451660156
29,0.01031804084777832
30,0.010078907012939453
31,0.011248111724853516
32,0.011861085891723633
33,0.011657238006591797
34,0.013158798217773438
35,0.012916088104248047
36,0.012828826904296875
37,0.015064001083374023
38,0.014053821563720703
39,0.0161590576171875
40,0.016449928283691406
41,0.014828681945800781
42,0.014662981033325195
43,0.018098831176757812
44,0.014939069747924805
45,0.01700305938720703
46,0.01755976676940918
47,0.018313884735107422
48,0.02074599266052246
49,0.020054101943969727
50,0.02554178237915039
51,0.023746967315673828
52,0.024225950241088867
53,0.02228713035583496
54,0.02283310890197754
55,0.025231122970581055
56,0.021345138549804688
57,0.02681875228881836
58,0.027463912963867188
59,0.02765798568725586
60,0.032089948654174805
61,0.03336381912231445
62,0.03159904479980469
63,0.03217601776123047
64,0.03810405731201172
65,0.035675048828125
66,0.03659963607788086
67,0.04373002052307129
68,0.036572933197021484
69,0.03827691078186035
70,0.045629024505615234
71,0.04555487632751465
72,0.04298996925354004
73,0.046540021896362305
74,0.04553723335266113
75,0.05114293098449707
76,0.05013084411621094
77,0.05807781219482422
78,0.06023597717285156
79,0.06019234657287598
80,0.060894012451171875
81,0.0660250186920166
82,0.07109689712524414
83,0.06479310989379883
84,0.06406497955322266
85,0.06397509574890137
86,0.07081413269042969
87,0.07426929473876953
88,0.06842994689941406
89,0.07167625427246094
90,0.07171392440795898
91,0.08193778991699219
92,0.07688617706298828
93,0.0790719985961914
94,0.07944416999816895
95,0.08645176887512207
96,0.0892031192779541
97,0.0861809253692627
98,0.08676695823669434
99,0.10028600692749023
