,cvxopt
2,0.001379251480102539
3,0.0013072490692138672
4,0.001232147216796875
5,0.0017008781433105469
6,0.0015690326690673828
7,0.0014140605926513672
8,0.001631021499633789
9,0.0018320083618164062
10,0.00189208984375
11,0.0021250247955322266
12,0.002234935760498047
13,0.0028238296508789062
14,0.0032181739807128906
15,0.0030820369720458984
16,0.002969980239868164
17,0.004047870635986328
18,0.003859996795654297
19,0.004262208938598633
20,0.004437923431396484
21,0.0043849945068359375
22,0.0050640106201171875
23,0.0059201717376708984
24,0.006748199462890625
25,0.007678031921386719
26,0.00808405876159668
27,0.008769035339355469
28,0.009845972061157227
29,0.010009765625
30,0.010596036911010742
31,0.010586023330688477
32,0.010448932647705078
33,0.010601043701171875
34,0.012021064758300781
35,0.012660026550292969
36,0.013573169708251953
37,0.013703107833862305
38,0.01383209228515625
39,0.013694047927856445
40,0.014729022979736328
41,0.013786077499389648
42,0.01380610466003418
43,0.014440774917602539
44,0.016459226608276367
45,0.017056941986083984
46,0.017173051834106445
47,0.0193631649017334
48,0.020196199417114258
49,0.020572900772094727
50,0.019388914108276367
51,0.02276301383972168
52,0.02079176902770996
53,0.0240170955657959
54,0.02638983726501465
55,0.024558067321777344
56,0.02568507194519043
57,0.02834796905517578
58,0.028127193450927734
59,0.031347036361694336
60,0.03157973289489746
61,0.030655860900878906
62,0.03178691864013672
63,0.03566098213195801
64,0.04243135452270508
65,0.036745309829711914
66,0.038815975189208984
67,0.03613686561584473
68,0.04103875160217285
69,0.04345703125
70,0.04885983467102051
71,0.04650688171386719
72,0.04967498779296875
73,0.04689502716064453
74,0.050547122955322266
75,0.05245685577392578
76,0.04819083213806152
77,0.05482196807861328
78,0.061640024185180664
79,0.05808901786804199
80,0.06460690498352051
81,0.06586694717407227
82,0.05895185470581055
83,0.06461286544799805
84,0.0642390251159668
85,0.06699490547180176
86,0.0683450698852539
87,0.07658100128173828
88,0.06983494758605957
89,0.07804226875305176
90,0.07633304595947266
91,0.07859373092651367
92,0.07774996757507324
93,0.07670807838439941
94,0.08265805244445801
95,0.0862131118774414
96,0.09992504119873047
97,0.08972382545471191
98,0.09903621673583984
99,0.09346222877502441
