,cvxopt,quadprog,ecos
2,0.0006592273712158203,6.198883056640625e-05,0.0008459091186523438
3,0.00067901611328125,6.198883056640625e-05,0.0008471012115478516
4,0.0008368492126464844,5.888938903808594e-05,0.0008378028869628906
5,0.0006420612335205078,5.793571472167969e-05,0.00084686279296875
6,0.0006859302520751953,6.127357482910156e-05,0.0008778572082519531
7,0.0006520748138427734,0.0001342296600341797,0.0009260177612304688
8,0.0006830692291259766,6.413459777832031e-05,0.0009450912475585938
9,0.0006718635559082031,6.008148193359375e-05,0.0009348392486572266
10,0.0006508827209472656,6.008148193359375e-05,0.0009410381317138672
11,0.0007228851318359375,6.914138793945312e-05,0.0010089874267578125
12,0.0008530616760253906,6.699562072753906e-05,0.0009949207305908203
13,0.0006608963012695312,6.771087646484375e-05,0.0011811256408691406
14,0.0008440017700195312,7.319450378417969e-05,0.001070261001586914
15,0.0007066726684570312,6.890296936035156e-05,0.0011119842529296875
16,0.0006949901580810547,6.604194641113281e-05,0.0010690689086914062
17,0.0006830692291259766,6.67572021484375e-05,0.0011370182037353516
18,0.0007128715515136719,7.677078247070312e-05,0.0012171268463134766
19,0.0006783008575439453,6.890296936035156e-05,0.001332998275756836
20,0.0008409023284912109,7.796287536621094e-05,0.0012907981872558594
21,0.0007069110870361328,7.605552673339844e-05,0.0013489723205566406
22,0.0008418560028076172,7.414817810058594e-05,0.0013937950134277344
23,0.0008399486541748047,9.107589721679688e-05,0.0015108585357666016
24,0.0008528232574462891,7.82012939453125e-05,0.0013377666473388672
25,0.0010988712310791016,8.20159912109375e-05,0.0014882087707519531
26,0.0009772777557373047,7.414817810058594e-05,0.0014460086822509766
27,0.0007510185241699219,9.083747863769531e-05,0.001580953598022461
28,0.0010797977447509766,8.296966552734375e-05,0.0015828609466552734
29,0.0009860992431640625,8.893013000488281e-05,0.0018291473388671875
30,0.0011289119720458984,0.0001289844512939453,0.0015239715576171875
31,0.0010869503021240234,9.107589721679688e-05,0.0017268657684326172
32,0.0011572837829589844,9.226799011230469e-05,0.0018401145935058594
33,0.001092672348022461,0.00011610984802246094,0.0016019344329833984
34,0.0011010169982910156,8.988380432128906e-05,0.0018072128295898438
35,0.0012199878692626953,0.00010919570922851562,0.0019881725311279297
36,0.0012459754943847656,0.00010704994201660156,0.0019121170043945312
37,0.0014808177947998047,0.00011682510375976562,0.001893758773803711
38,0.0013718605041503906,0.00012493133544921875,0.002202749252319336
39,0.0012781620025634766,0.00012183189392089844,0.0021209716796875
40,0.0015311241149902344,0.00012612342834472656,0.0020079612731933594
41,0.0015149116516113281,0.00013685226440429688,0.0020639896392822266
42,0.001458883285522461,0.00017499923706054688,0.0021970272064208984
43,0.0013060569763183594,0.00014328956604003906,0.002363920211791992
44,0.001306772232055664,0.00015115737915039062,0.0024569034576416016
45,0.0012369155883789062,0.00015687942504882812,0.0024242401123046875
46,0.0013518333435058594,0.00018787384033203125,0.002958059310913086
47,0.0013768672943115234,0.0001621246337890625,0.0027053356170654297
48,0.0013470649719238281,0.0001709461212158203,0.0029833316802978516
49,0.0013878345489501953,0.00021910667419433594,0.0035729408264160156
50,0.0015659332275390625,0.00026798248291015625,0.003017902374267578
51,0.0014042854309082031,0.00019407272338867188,0.0031280517578125
52,0.0014071464538574219,0.0002219676971435547,0.0035429000854492188
53,0.0014438629150390625,0.00024080276489257812,0.0032389163970947266
54,0.0021467208862304688,0.00023293495178222656,0.0038118362426757812
55,0.0016260147094726562,0.00026488304138183594,0.0031609535217285156
56,0.0014629364013671875,0.00022602081298828125,0.003468036651611328
57,0.0017762184143066406,0.0002818107604980469,0.0035042762756347656
58,0.0017080307006835938,0.00025773048400878906,0.003403186798095703
59,0.0015268325805664062,0.0003457069396972656,0.0036749839782714844
60,0.0016722679138183594,0.0002830028533935547,0.0039980411529541016
61,0.0020759105682373047,0.00030612945556640625,0.003963947296142578
62,0.0017857551574707031,0.0003628730773925781,0.0043315887451171875
63,0.0017709732055664062,0.0002999305725097656,0.004358053207397461
64,0.002033233642578125,0.00037407875061035156,0.003980875015258789
65,0.0027091503143310547,0.0003762245178222656,0.0042302608489990234
66,0.002076864242553711,0.0005309581756591797,0.00464177131652832
67,0.002613067626953125,0.0004711151123046875,0.005291938781738281
68,0.002997875213623047,0.0004169940948486328,0.005177974700927734
69,0.002373933792114258,0.0003349781036376953,0.006082057952880859
70,0.002363920211791992,0.0005578994750976562,0.005362987518310547
71,0.0023910999298095703,0.0004928112030029297,0.005725860595703125
72,0.002212047576904297,0.0005540847778320312,0.005738973617553711
73,0.0025789737701416016,0.0007469654083251953,0.005332231521606445
74,0.002336740493774414,0.0005970001220703125,0.0059261322021484375
75,0.0026731491088867188,0.0008058547973632812,0.006430864334106445
76,0.002443075180053711,0.0006489753723144531,0.005903720855712891
77,0.0023241043090820312,0.0006270408630371094,0.005913734436035156
78,0.002279043197631836,0.0008566379547119141,0.007043123245239258
79,0.0021419525146484375,0.0007379055023193359,0.0069849491119384766
80,0.0023169517517089844,0.0007712841033935547,0.007058858871459961
81,0.002393960952758789,0.0007758140563964844,0.006957054138183594
82,0.0025899410247802734,0.0007450580596923828,0.006585121154785156
83,0.0024499893188476562,0.0007979869842529297,0.007164955139160156
84,0.002321958541870117,0.0008609294891357422,0.007617950439453125
85,0.0025539398193359375,0.0011801719665527344,0.00633692741394043
86,0.0024967193603515625,0.0009207725524902344,0.006590127944946289
87,0.002641916275024414,0.0011279582977294922,0.007127046585083008
88,0.002640247344970703,0.0011096000671386719,0.0075490474700927734
89,0.003153085708618164,0.0012140274047851562,0.00871586799621582
90,0.002574920654296875,0.001001119613647461,0.008385181427001953
91,0.0032758712768554688,0.0010182857513427734,0.009351253509521484
92,0.0025730133056640625,0.0011861324310302734,0.009569168090820312
93,0.0030088424682617188,0.0016269683837890625,0.010524988174438477
94,0.0030791759490966797,0.0015308856964111328,0.008476972579956055
95,0.0032968521118164062,0.0020051002502441406,0.011662960052490234
96,0.002902984619140625,0.0014069080352783203,0.009341239929199219
97,0.0028989315032958984,0.0014500617980957031,0.009465932846069336
98,0.0031228065490722656,0.001664876937866211,0.010299921035766602
99,0.003358125686645508,0.0018339157104492188,0.009758234024047852
