,cvxopt
2,0.026155710220336914
3,0.025454044342041016
4,0.04878497123718262
5,0.02575087547302246
6,0.027348995208740234
7,0.02488398551940918
8,0.025419950485229492
9,0.024857282638549805
10,0.025426149368286133
11,0.035986900329589844
12,0.031759023666381836
13,0.02456498146057129
14,0.024964094161987305
15,0.025115013122558594
16,0.02495884895324707
17,0.025471925735473633
18,0.025320053100585938
19,0.025053977966308594
20,0.02469801902770996
21,0.025483131408691406
22,0.025655031204223633
23,0.027163028717041016
24,0.025233983993530273
25,0.02408599853515625
26,0.025269746780395508
27,0.02580714225769043
28,0.02561497688293457
29,0.025882959365844727
30,0.025959014892578125
31,0.023795127868652344
32,0.026664018630981445
33,0.025694847106933594
34,0.026293039321899414
35,0.024483919143676758
36,0.02501821517944336
37,0.02521800994873047
38,0.025661230087280273
39,0.025255203247070312
40,0.02545309066772461
41,0.025814056396484375
42,0.02593374252319336
43,0.024990081787109375
44,0.025233030319213867
45,0.027009963989257812
46,0.027862071990966797
47,0.03633618354797363
48,0.025492191314697266
49,0.025961875915527344
50,0.025773048400878906
51,0.025351285934448242
52,0.024916887283325195
53,0.025003910064697266
54,0.02497100830078125
55,0.02329421043395996
56,0.026282072067260742
57,0.025361061096191406
58,0.025144100189208984
59,0.025512218475341797
60,0.025436878204345703
61,0.025801897048950195
62,0.026282072067260742
63,0.026864051818847656
64,0.029189109802246094
65,0.025116920471191406
66,0.026547908782958984
67,0.026257991790771484
68,0.026577234268188477
69,0.025949954986572266
70,0.026330947875976562
71,0.02741408348083496
72,0.02702784538269043
73,0.02456808090209961
74,0.0267789363861084
75,0.02766704559326172
76,0.02717304229736328
77,0.039031028747558594
78,0.027740001678466797
79,0.03000497817993164
80,0.036264896392822266
81,0.03106689453125
82,0.03067803382873535
83,0.030411958694458008
84,0.03070378303527832
85,0.029152870178222656
86,0.030126094818115234
87,0.030478954315185547
88,0.029657840728759766
89,0.03033590316772461
90,0.03638601303100586
91,0.03009510040283203
92,0.030617952346801758
93,0.029716968536376953
94,0.03004908561706543
95,0.033483028411865234
96,0.034082889556884766
97,0.03318500518798828
98,0.0314021110534668
99,0.03071284294128418
