,cvxopt
2,0.0016701221466064453
3,0.001936197280883789
4,0.002418994903564453
5,0.004361152648925781
6,0.0021381378173828125
7,0.0019767284393310547
8,0.0027518272399902344
9,0.00244903564453125
10,0.0028629302978515625
11,0.0038061141967773438
12,0.0047490596771240234
13,0.005251884460449219
14,0.004739046096801758
15,0.006011247634887695
16,0.004825115203857422
17,0.0037779808044433594
18,0.0048809051513671875
19,0.0055539608001708984
20,0.0046939849853515625
21,0.006104946136474609
22,0.005275726318359375
23,0.005200862884521484
24,0.007638692855834961
25,0.007420063018798828
26,0.009173870086669922
27,0.009665966033935547
28,0.010117292404174805
29,0.010096073150634766
30,0.011385202407836914
31,0.011485815048217773
32,0.011779069900512695
33,0.011942863464355469
34,0.013056039810180664
35,0.014739036560058594
36,0.014100313186645508
37,0.015911340713500977
38,0.01397705078125
39,0.0157320499420166
40,0.015809059143066406
41,0.01570892333984375
42,0.017648935317993164
43,0.017101764678955078
44,0.01874709129333496
45,0.03522300720214844
46,0.021363019943237305
47,0.021752119064331055
48,0.02044200897216797
49,0.02340388298034668
50,0.02196502685546875
51,0.022958040237426758
52,0.022713899612426758
53,0.02788996696472168
54,0.026907920837402344
55,0.028955936431884766
56,0.029694080352783203
57,0.034570932388305664
58,0.03008103370666504
59,0.03110194206237793
60,0.037111759185791016
61,0.037236928939819336
62,0.03732728958129883
63,0.04138898849487305
64,0.04667496681213379
65,0.04540514945983887
66,0.04308199882507324
67,0.04250597953796387
68,0.04363083839416504
69,0.0906059741973877
70,0.05711698532104492
71,0.04953908920288086
72,0.04823613166809082
73,0.05366802215576172
74,0.06188082695007324
75,0.0540318489074707
76,0.0546269416809082
77,0.06111288070678711
78,0.05827474594116211
79,0.05838584899902344
80,0.05783200263977051
81,0.061264991760253906
82,0.06329178810119629
83,0.07105898857116699
84,0.06460809707641602
85,0.0689399242401123
86,0.07057809829711914
87,0.0677499771118164
88,0.07035684585571289
89,0.07564425468444824
90,0.07616305351257324
91,0.07968401908874512
92,0.07803988456726074
93,0.08280110359191895
94,0.08380699157714844
95,0.08492183685302734
96,0.09354090690612793
97,0.09139704704284668
98,0.09362578392028809
99,0.09319019317626953
