,cvxopt,quadprog,ecos
2,0.0005848407745361328,5.91278076171875e-05,0.0008330345153808594
3,0.0006308555603027344,5.7697296142578125e-05,0.0007548332214355469
4,0.003365755081176758,5.3882598876953125e-05,0.0012798309326171875
5,0.0005860328674316406,5.2928924560546875e-05,0.0007300376892089844
6,0.0005908012390136719,5.507469177246094e-05,0.0008029937744140625
7,0.000629425048828125,5.412101745605469e-05,0.0009419918060302734
8,0.0006670951843261719,5.2928924560546875e-05,0.0007970333099365234
9,0.0005629062652587891,4.982948303222656e-05,0.0007669925689697266
10,0.0005743503570556641,5.507469177246094e-05,0.0008108615875244141
11,0.0005581378936767578,5.507469177246094e-05,0.001007080078125
12,0.0006766319274902344,5.4836273193359375e-05,0.0008649826049804688
13,0.0006010532379150391,5.793571472167969e-05,0.0009520053863525391
14,0.0006220340728759766,6.29425048828125e-05,0.0009410381317138672
15,0.0005950927734375,6.198883056640625e-05,0.0009708404541015625
16,0.000701904296875,5.888938903808594e-05,0.0009849071502685547
17,0.0007181167602539062,5.984306335449219e-05,0.0009829998016357422
18,0.0006270408630371094,6.222724914550781e-05,0.0010046958923339844
19,0.0008161067962646484,7.915496826171875e-05,0.001255035400390625
20,0.0009500980377197266,6.389617919921875e-05,0.0010929107666015625
21,0.0008141994476318359,9.703636169433594e-05,0.0011513233184814453
22,0.0009799003601074219,6.508827209472656e-05,0.0011801719665527344
23,0.0009160041809082031,6.508827209472656e-05,0.0013158321380615234
24,0.00067901611328125,6.794929504394531e-05,0.0012269020080566406
25,0.0010030269622802734,6.985664367675781e-05,0.0015690326690673828
26,0.000982046127319336,8.797645568847656e-05,0.001322031021118164
27,0.0011379718780517578,7.295608520507812e-05,0.0015988349914550781
28,0.0011398792266845703,7.486343383789062e-05,0.0015490055084228516
29,0.00115203857421875,9.083747863769531e-05,0.001641988754272461
30,0.0012290477752685547,8.392333984375e-05,0.0015850067138671875
31,0.0011188983917236328,0.00010800361633300781,0.0014958381652832031
32,0.0009341239929199219,7.891654968261719e-05,0.0015790462493896484
33,0.0009710788726806641,8.916854858398438e-05,0.0015690326690673828
34,0.0009751319885253906,8.606910705566406e-05,0.0016109943389892578
35,0.0009791851043701172,9.393692016601562e-05,0.0018339157104492188
36,0.0012061595916748047,9.202957153320312e-05,0.001750946044921875
37,0.0011060237884521484,0.0001838207244873047,0.0016551017761230469
38,0.0014848709106445312,0.00012922286987304688,0.0021278858184814453
39,0.0009968280792236328,0.00016307830810546875,0.0025238990783691406
40,0.0014388561248779297,0.00015807151794433594,0.0022530555725097656
41,0.0015478134155273438,0.00011014938354492188,0.0019211769104003906
42,0.001714944839477539,0.00015997886657714844,0.002115964889526367
43,0.001317739486694336,9.989738464355469e-05,0.0020759105682373047
44,0.0015323162078857422,0.0001373291015625,0.0020160675048828125
45,0.0011620521545410156,0.00013017654418945312,0.002330780029296875
46,0.0012750625610351562,0.00014209747314453125,0.0023250579833984375
47,0.0016369819641113281,0.0001499652862548828,0.002132892608642578
48,0.001168966293334961,0.00016808509826660156,0.002557992935180664
49,0.0011820793151855469,0.0001533031463623047,0.002582073211669922
50,0.0014150142669677734,0.0001862049102783203,0.002719879150390625
51,0.0015540122985839844,0.0001800060272216797,0.0025107860565185547
52,0.0013670921325683594,0.0001659393310546875,0.0023949146270751953
53,0.0012471675872802734,0.00021386146545410156,0.003426074981689453
54,0.0012629032135009766,0.00021600723266601562,0.003113985061645508
55,0.0014338493347167969,0.0001919269561767578,0.00302886962890625
56,0.0014011859893798828,0.0002319812774658203,0.0030777454376220703
57,0.0012979507446289062,0.0002491474151611328,0.0035867691040039062
58,0.0014140605926513672,0.00023484230041503906,0.003098726272583008
59,0.001584768295288086,0.00023984909057617188,0.0030100345611572266
60,0.0013079643249511719,0.0002791881561279297,0.003118276596069336
61,0.0014500617980957031,0.0002620220184326172,0.0032210350036621094
62,0.0014750957489013672,0.000308990478515625,0.0034029483795166016
63,0.0015549659729003906,0.0002872943878173828,0.0034570693969726562
64,0.0018038749694824219,0.0003600120544433594,0.0034618377685546875
65,0.0024271011352539062,0.00034999847412109375,0.0038170814514160156
66,0.0018820762634277344,0.0003311634063720703,0.004252910614013672
67,0.002324819564819336,0.0003819465637207031,0.0040130615234375
68,0.002332925796508789,0.0003631114959716797,0.004110813140869141
69,0.0020148754119873047,0.0005717277526855469,0.004251718521118164
70,0.0018970966339111328,0.0009829998016357422,0.0053751468658447266
71,0.002500772476196289,0.0003790855407714844,0.0063021183013916016
72,0.002007007598876953,0.0006856918334960938,0.005579948425292969
73,0.0023539066314697266,0.0006721019744873047,0.004892826080322266
74,0.002569913864135742,0.0005490779876708984,0.00774693489074707
75,0.0024650096893310547,0.0008246898651123047,0.006949186325073242
76,0.0027472972869873047,0.0005500316619873047,0.006868839263916016
77,0.0019452571868896484,0.0005891323089599609,0.004724025726318359
78,0.0018076896667480469,0.0005888938903808594,0.006359100341796875
79,0.002246379852294922,0.0005953311920166016,0.005738973617553711
80,0.0021779537200927734,0.0006709098815917969,0.00581669807434082
81,0.0019922256469726562,0.0006699562072753906,0.0060117244720458984
82,0.0021550655364990234,0.0007450580596923828,0.006415128707885742
83,0.0020689964294433594,0.0009469985961914062,0.007104158401489258
84,0.0020678043365478516,0.0008118152618408203,0.006600379943847656
85,0.0023338794708251953,0.0007450580596923828,0.006040096282958984
86,0.002073049545288086,0.0008649826049804688,0.0062677860260009766
87,0.0021538734436035156,0.0013020038604736328,0.006646156311035156
88,0.0024671554565429688,0.0009090900421142578,0.007308006286621094
89,0.0025849342346191406,0.0009799003601074219,0.008466958999633789
90,0.0025360584259033203,0.0009043216705322266,0.007028818130493164
91,0.0030698776245117188,0.0016887187957763672,0.008742809295654297
92,0.0024881362915039062,0.0011668205261230469,0.009139060974121094
93,0.0028650760650634766,0.0015838146209716797,0.010087013244628906
94,0.0030727386474609375,0.0016319751739501953,0.009179830551147461
95,0.003242969512939453,0.0016789436340332031,0.009583711624145508
96,0.002835988998413086,0.0013611316680908203,0.007982969284057617
97,0.0027577877044677734,0.0013051033020019531,0.008970022201538086
98,0.003161907196044922,0.0014619827270507812,0.008514165878295898
99,0.0027801990509033203,0.0016391277313232422,0.009724140167236328
