,cvxopt
2,0.0018029212951660156
3,0.0016808509826660156
4,0.0022499561309814453
5,0.0024111270904541016
6,0.003657817840576172
7,0.00420832633972168
8,0.003299236297607422
9,0.0037429332733154297
10,0.0022592544555664062
11,0.0025010108947753906
12,0.001984119415283203
13,0.0017399787902832031
14,0.0018739700317382812
15,0.002331256866455078
16,0.0033559799194335938
17,0.002496957778930664
18,0.0027201175689697266
19,0.0025031566619873047
20,0.002496957778930664
21,0.002718210220336914
22,0.002891063690185547
23,0.0028007030487060547
24,0.0027000904083251953
25,0.003175020217895508
26,0.0026502609252929688
27,0.0026421546936035156
28,0.003340005874633789
29,0.003860950469970703
30,0.0038318634033203125
31,0.012140989303588867
32,0.004628896713256836
33,0.006290912628173828
34,0.005207061767578125
35,0.005239963531494141
36,0.006066799163818359
37,0.006219148635864258
38,0.005986928939819336
39,0.00546717643737793
40,0.007471799850463867
41,0.007082939147949219
42,0.0075991153717041016
43,0.008855104446411133
44,0.008150100708007812
45,0.008330106735229492
46,0.00958395004272461
47,0.008638143539428711
48,0.009536981582641602
49,0.010036945343017578
50,0.011356353759765625
51,0.011631965637207031
52,0.011640787124633789
53,0.01220703125
54,0.012220144271850586
55,0.010882854461669922
56,0.010369062423706055
57,0.011258840560913086
58,0.013170957565307617
59,0.012290000915527344
60,0.012308120727539062
61,0.012968063354492188
62,0.013959169387817383
63,0.015814781188964844
64,0.01645970344543457
65,0.015954971313476562
66,0.016058921813964844
67,0.014494895935058594
68,0.017965078353881836
69,0.017627716064453125
70,0.020735979080200195
71,0.017773151397705078
72,0.017689943313598633
73,0.018898963928222656
74,0.019577741622924805
75,0.01896190643310547
76,0.017745018005371094
77,0.022972822189331055
78,0.019459962844848633
79,0.0212399959564209
80,0.02003192901611328
81,0.01863408088684082
82,0.022917985916137695
83,0.023734092712402344
84,0.02122974395751953
85,0.0199432373046875
86,0.02210402488708496
87,0.03900504112243652
88,0.025036096572875977
89,0.025615215301513672
90,0.15354013442993164
91,0.029773950576782227
92,0.03085923194885254
93,0.027921199798583984
94,0.03020000457763672
95,0.028379201889038086
96,0.030554771423339844
97,0.030534029006958008
98,0.029670238494873047
99,0.038401126861572266
