,cvxopt
2,0.0008423328399658203
3,0.001363992691040039
4,0.0010771751403808594
5,0.0014150142669677734
6,0.0013742446899414062
7,0.0016336441040039062
8,0.0017910003662109375
9,0.002081155776977539
10,0.0017521381378173828
11,0.0019392967224121094
12,0.0020279884338378906
13,0.002300262451171875
14,0.0025348663330078125
15,0.002811908721923828
16,0.0036170482635498047
17,0.003244161605834961
18,0.003604888916015625
19,0.003871917724609375
20,0.0035049915313720703
21,0.003939151763916016
22,0.004566192626953125
23,0.005021095275878906
24,0.00616002082824707
25,0.007388114929199219
26,0.0070269107818603516
27,0.007455110549926758
28,0.010154962539672852
29,0.008322954177856445
30,0.009040117263793945
31,0.009137868881225586
32,0.011081218719482422
33,0.010861873626708984
34,0.010755062103271484
35,0.010927915573120117
36,0.011244058609008789
37,0.014231204986572266
38,0.014930963516235352
39,0.0780949592590332
40,0.09896087646484375
41,0.020312786102294922
42,0.021018028259277344
43,0.024328947067260742
44,0.019328832626342773
45,0.01735401153564453
46,0.01781487464904785
47,0.018337011337280273
48,0.019756078720092773
49,0.02039170265197754
50,0.02207207679748535
51,0.022845983505249023
52,0.023333072662353516
53,0.02567315101623535
54,0.02592182159423828
55,0.025587081909179688
56,0.02501082420349121
57,0.03331279754638672
58,0.02902388572692871
59,0.029358863830566406
60,0.0337681770324707
61,0.041253089904785156
62,0.03390073776245117
63,0.03352808952331543
64,0.04091906547546387
65,0.035902976989746094
66,0.04182910919189453
67,0.03930807113647461
68,0.04171299934387207
69,0.0526278018951416
70,0.057862281799316406
71,0.11659097671508789
72,0.04691815376281738
73,0.05482196807861328
74,0.08425498008728027
75,0.0646810531616211
76,0.05341792106628418
77,0.06425905227661133
78,0.05333590507507324
79,0.0613100528717041
80,0.0597991943359375
81,0.06275701522827148
82,0.06252312660217285
83,0.05912494659423828
84,0.06483697891235352
85,0.07579684257507324
86,0.07271313667297363
87,0.07253503799438477
88,0.07228589057922363
89,0.07538080215454102
90,0.07883501052856445
91,0.0842580795288086
92,0.07863998413085938
93,0.08531403541564941
94,0.08526611328125
95,0.08602213859558105
96,0.09554386138916016
97,0.09093213081359863
98,0.0947561264038086
99,0.1657721996307373
