,cvxopt
2,0.0010192394256591797
3,0.0007829666137695312
4,0.0009307861328125
5,0.0009100437164306641
6,0.0009448528289794922
7,0.0011401176452636719
8,0.0014619827270507812
9,0.0011968612670898438
10,0.0012879371643066406
11,0.0012521743774414062
12,0.0023288726806640625
13,0.001371145248413086
14,0.00156402587890625
15,0.0019989013671875
16,0.0014910697937011719
17,0.0015871524810791016
18,0.0018579959869384766
19,0.0018401145935058594
20,0.0024068355560302734
21,0.0022521018981933594
22,0.0026619434356689453
23,0.0024759769439697266
24,0.002791881561279297
25,0.0025310516357421875
26,0.002840757369995117
27,0.0028259754180908203
28,0.0031392574310302734
29,0.003651142120361328
30,0.0035741329193115234
31,0.0034279823303222656
32,0.003964900970458984
33,0.00400090217590332
34,0.00386810302734375
35,0.004363059997558594
36,0.004464864730834961
37,0.00498509407043457
38,0.00461125373840332
39,0.007175922393798828
40,0.007040977478027344
41,0.008252143859863281
42,0.007521867752075195
43,0.010285139083862305
44,0.008895158767700195
45,0.008363962173461914
46,0.007786989212036133
47,0.007869958877563477
48,0.008023977279663086
49,0.008922100067138672
50,0.01016998291015625
51,0.010040044784545898
52,0.010389328002929688
53,0.01207113265991211
54,0.009366989135742188
55,0.011587858200073242
56,0.011065959930419922
57,0.01149892807006836
58,0.011191844940185547
59,0.01203775405883789
60,0.012066125869750977
61,0.012975692749023438
62,0.01591014862060547
63,0.013002872467041016
64,0.01383209228515625
65,0.013557910919189453
66,0.016365766525268555
67,0.014984369277954102
68,0.015000104904174805
69,0.01596379280090332
70,0.027584075927734375
71,0.024351119995117188
72,0.019516944885253906
73,0.0185699462890625
74,0.018259286880493164
75,0.023736000061035156
76,0.017061233520507812
77,0.021008968353271484
78,0.018129825592041016
79,0.0196230411529541
80,0.020229816436767578
81,0.01879119873046875
82,0.021347999572753906
83,0.021345138549804688
84,0.02179265022277832
85,0.022510051727294922
86,0.023612022399902344
87,0.022997140884399414
88,0.023759841918945312
89,0.024610042572021484
90,0.02483391761779785
91,0.027826786041259766
92,0.027772903442382812
93,0.027738094329833984
94,0.02820897102355957
95,0.030494213104248047
96,0.030034780502319336
97,0.03283095359802246
98,0.028604745864868164
99,0.031050920486450195
